0.01	0.99580248	0.065294766
0.11	1.1313037	0.068490673
0.21	1.1550526	0.072131502
0.31	1.2415292	0.076203381
0.41	1.1272808	0.080688181
0.51	1.4369269	0.085565416
0.61	1.2597603	0.090813731
0.71	1.409471	0.096411967
0.81	1.4215205	0.10233986
0.91	1.7519367	0.10857843
1.01	1.6173142	0.11511022
1.11	1.9818478	0.12191927
1.21	2.1461637	0.12899116
1.31	1.9213852	0.13631288
1.41	2.2075025	0.14387271
1.51	2.4847876	0.15166013
1.61	2.5470431	0.15966565
1.71	2.3574831	0.16788071
1.81	2.4878482	0.17629759
1.91	2.9348946	0.18490931
2.01	3.0117288	0.19370949
